Esperanto,Japanese_Trans,Chinese_Trans,Level_JP,Level_CN,Level_JP_Num,Level_JP_Scaled,Unified_Level
renversi,"{Ｂ}［他］逆さにする, 転覆させる, ひっくり返す; 倒す, 転倒させる; 《転》（秩序などを）覆す, 打倒する",翻转，颠倒，推翻；颠覆,C,7.0,3.0,8.79,7.9
reprezenti,{Ｂ}［他］代表する / ［他］再提出する; 再現する,代表，代理,B,7.0,2.0,5.67,6.33
respekti,"{Ｂ}［他］尊敬する, 敬う; 尊重する, 遵守する",尊重；尊敬,B,6.0,2.0,5.67,5.83
respondi,"{Ｂ}［他］答える, 返答する, 回答する; ［自］一致する, 釣り合う, 対応する; =respondeci（責任を負う）",回答，对应，对…负责（任）,A,2.0,1.0,2.54,2.27
respubliko,{Ｂ}【政】共和国; 共和制,共和制，共和国,C,8.0,3.0,8.79,8.4
resti,"{Ｂ}［自］残る, 残存する; ～のままである, いつまでも～である; 滞在する, 居残る",停留；仍然；剩下,A,2.0,1.0,2.54,2.27
restoracio,"{Ｂ}レストラン, 料理店, 食堂",餐馆，饭店,B,7.0,2.0,5.67,6.33
reto,"{Ｂ}網; （道路・電話などの）網, ネットワーク; 【情】（コンピュータ）ネットワーク",网，网络（如：计算机网络，互联网）,B,6.0,2.0,5.67,5.83
revi,"{Ｂ}［他］空想する, 夢想する, 夢みる",幻想，梦想；渴望，向往,B,8.0,2.0,5.67,6.83
revizii,"{Ｂ}［他］検査する; 再検討する, 見直す, 修正する; 【印】校正する, 校訂する, 校閲する; 【法】再審する; 【機】保守点検する",检查；校订，核对,C,9.0,3.0,8.79,8.9
revuo,"{Ｂ}専門雑誌, 評論雑誌; 評論; 【軍】閲兵, 閲兵式; 【劇】レビュー, 風刺劇",检阅；述评，综述；杂志,B,8.0,2.0,5.67,6.83
rezigni,"{Ｂ}［他］断念する, あきらめる, 放棄する; 辞職する, 退任する",放弃，辞去,C,8.0,3.0,8.79,8.4
rezisti,"{Ｂ}［自］抵抗する, 反抗する; 耐える; 【理】抵抗を示す, 耐性を示す",抵抗，反抗，抗拒，抵制,C,8.0,3.0,8.79,8.4
rezoni,"{Ｂ}［自］論理的に考える, 推論する, 推理する; 《転》理屈を言う, 文句を言う",推理，推论；评理；争辩,C,9.0,3.0,8.79,8.9
rezulti,"{Ｂ}［自］（当然の結果として）起きる, 生じる, 結果になる",是…的结果，由…产生,B,6.0,2.0,5.67,5.83
reĝimo,"{Ｂ}【政】政体; 制度, 体制; 【機】作動状態; 【情】モード, >>enŝova, >>superskriba",政体，政治制度；制度,C,9.0,3.0,8.79,8.9
reĝo,"{Ｂ}王, 国王; 《転》王者, 第一人者; 【遊】（トランプやチェスの）キング, （将棋の）王将, 玉将",王，国王,B,5.0,2.0,5.67,5.33
ricevi,"{Ｂ}［他］受け取る, もらう, 得る; 受ける, 受け入れる; こうむる, 経験する; 【通】受信する",收到，得到，受,A,2.0,1.0,2.54,2.27
ridi,"{Ｂ}［自］笑う, 笑い声を立てる; あざ笑う; （物事が）楽しげな様子を見せる",笑,A,2.0,1.0,2.54,2.27
rifuzi,"{Ｂ}［他］拒絶する, 拒否する, 拒む, 断る, 辞退する, ～しようとしない",拒绝,B,6.0,2.0,5.67,5.83
rifuĝi,"{Ｂ}［自］避難する, 逃げ込む, 保護を求める; 亡命する",避难，逃亡，寻求庇护,C,8.0,3.0,8.79,8.4
rigardi,"{Ｂ}［他］見る, 眺める, 注目する, 目を向ける; 確かめる, 注意を向ける; 考える, みなす; 面している, 向いている",看；看待,A,3.0,1.0,2.54,2.77
rigida,"{Ｂ}硬直した, こわばった; 融通のきかない, 堅苦しい",硬直的，挺的，僵硬的；执拗的，倔强的,C,9.0,3.0,8.79,8.9
rikolti,"{Ｂ}［他］収穫する, 刈り入れる, 採取する; 《転》（報いとして）得る, 受ける",收割，收获；采集,B,6.0,2.0,5.67,5.83
rilati,"{Ｂ}［自］関係する, 関連がある, かかわる; 交際する",与…有关系；对待,B,6.0,2.0,5.67,5.83
rimarki,"{Ｂ}［他］気づく, 注目する; （気がついて）言う, 指摘する",觉察，发觉,A,3.0,1.0,2.54,2.77
rimedo,"{Ｂ}手段, 方法, 方策; （救済・回復のための）対策, 措置",手段，方法,B,3.0,2.0,5.67,4.33
rimeno,"{Ｂ}（平たくて細長い）ひも, 帯, 革帯; 【機】ベルト",皮带，皮条,C,9.0,3.0,8.79,8.9
rimo,"{Ｂ}【文】韻, 脚韻",韵，韵脚,C,9.0,3.0,8.79,8.9
ringo,"{Ｂ}輪, 環; 指輪; 《転》環状のもの",环，圈；戒指,B,7.0,2.0,5.67,6.33
ripari,"{Ｂ}［他］修理する, 修繕する; 《転》回復する, 償う, >>rebonigi",修理；弥补，改正,B,6.0,2.0,5.67,5.83
ripeti,"{Ｂ}［他］繰り返す, 反復する; 繰り返して言う; 復唱する",重复,B,5.0,2.0,5.67,5.33
ripo,"{Ｂ}【解】肋骨（ろっこつ）, あばら骨; 【植】葉脈, =nervuro; 【織】うね; 【機】リブ, 補強材; 【海】肋材",肋（骨）,C,8.0,3.0,8.79,8.4
ripozi,"{Ｂ}［自］休息する, 休憩する; 静かに横たわる, 横になって休む; （死んで）横たわる, 永眠する",休息,A,4.0,1.0,2.54,3.27
riproĉi,"{Ｂ}［他］とがめる, しかる, 非難する, >>admoni, >>kritiki",责备，指责，谴责,B,6.0,2.0,5.67,5.83
riski,"{Ｂ}［他］（生命などを）危険にさらす, 賭ける; ～の危険を冒す; あえて～する",拿…冒险，冒…危险，有…危险,C,8.0,3.0,8.79,8.4
ritmo,"{Ｂ}リズム, 律動, 周期的変動; 【楽】リズム; 【文】韻律",律动；韵律，格律；节奏,C,8.0,3.0,8.79,8.4
rivero,"{Ｂ}川, 河川; 流れ",河,A,4.0,1.0,2.54,3.27
rizo,"{Ｂ}【植】イネ（稲）（種）; 《般》米（粒）; 【料】米飯, ライス",稻属植物；稻粒，大米；米饭,B,7.0,2.0,5.67,6.33
riĉa,"{Ｂ}金持ちの, 富んだ, 裕福な; 豪華な, 高価な; 豊かな, 豊富な",富裕，丰富,A,2.0,1.0,2.54,2.27
robo,"{Ｂ}【服】ローブ, 式服, 法服, ガウン; （女性用の）ドレス, ワンピース",无袖长衫，长袍；（妇幼）长外衣，连衣裙，长罩衫,C,8.0,3.0,8.79,8.4
roko,"{Ｂ}岩, 岩石; 岩山, 岩礁",岩石,C,7.0,3.0,8.79,7.9
rolo,"{Ｂ}【劇】役割, 役; 《転》役割, 役目",角色，脚色；职责，作用，影响,B,9.0,2.0,5.67,7.33
romano,"{Ｂ}小説, 長編小説, ロマン; 【史】ロマンス（中世の騎士物語） / 【史】ローマ人; ローマ市民",长篇小说；传奇故事,B,9.0,2.0,5.67,7.33
rompi,"{Ｂ}［他］破壊する, 壊す, 割る, 折る, 破る; 断つ, 断絶する; 《転》（勇気・無関心などを）打ち破る, 打ち砕く",打破，毁坏,A,4.0,1.0,2.54,3.27
rondo,"{Ｂ}円, 円形, 輪; 仲間, 集まり, サークル（会）",圆；团体,B,4.0,2.0,5.67,4.83
ronki,"{Ｂ}［自］いびきをかく; ごうごううなる, >>grunti",打鼾，发呼噜声,C,8.0,3.0,8.79,8.4
rosti,"{Ｂ}［他］【料】焼く, あぶる, ローストする, 煎る; 《転》強い熱にさらす",烤，烧，烤制,C,8.0,3.0,8.79,8.4
rozo,{Ｂ}バラ（の花）; 【植】バラ（薔薇）（属）; 《転》バラの花の形をしたもの; 【建】バラ窓; （羅針盤の）方位盤; （じょうろの）散水口,蔷薇属植物（玫瑰、月季等）,B,4.0,2.0,5.67,4.83
rubando,"{Ｂ}リボン, テープ, ひも, 帯状のもの; （勲章の）綬（じゅ）",丝带，绸带，带子；佩带，绶带,C,9.0,3.0,8.79,8.9
ruino,"{Ｂ}廃墟, 破壊の跡; 遺跡; 《転》崩壊した状態",遗址，废墟,C,9.0,3.0,8.79,8.9
ruli,{Ｂ}［他］転がす; （波などを）うねらせる; （音などを）ふるわせる; 【情】（プログラムを）実行する,滚动，转动,B,5.0,2.0,5.67,5.33
ruza,"{Ｂ}ずるい, 悪賢い, 狡猾な, 抜け目ない",狡猾，奸诈,B,7.0,2.0,5.67,6.33
ruĝa,"{Ｂ}赤い, >>skarlata, >>punca, >>roza; 《転》左翼の",红色,A,2.0,1.0,2.54,2.27
sabato,{Ｂ}土曜日; （ユダヤ教の）安息日,星期六,A,5.0,1.0,2.54,3.77
sablo,{Ｂ}砂; 【医】尿砂,沙，砂,B,7.0,2.0,5.67,6.33
sagaca,"{Ｂ}明敏な, 賢明な, 巧妙な, 抜け目のない",有洞察力，机敏，精明,C,8.0,3.0,8.79,8.4
sago,"{Ｂ}矢; 矢印; 【数】矢, 矢線",箭，箭头，（弓形的）高,C,9.0,3.0,8.79,8.9
sako,"{Ｂ}袋; かばん, バッグ",袋，口袋,B,5.0,2.0,5.67,5.33
salajro,"{Ｂ}給料, 給与, 賃金",工资，报酬,C,7.0,3.0,8.79,7.9
salato,{Ｂ}【料】サラダ; 《転》ごたまぜ,色拉,C,9.0,3.0,8.79,8.9
saliko,{Ｂ}【植】ヤナギ（柳）（属）,柳属植物,C,9.0,3.0,8.79,8.9
salo,"{Ｂ}塩; 【料】食塩; 【化】塩（えん）; 《転》ぴりっとした味, 機知",盐，食盐,B,6.0,2.0,5.67,5.83
salono,"{Ｂ}サロン, 広間, 客間; 名士の集い, 社交界; （定期的な）美術展",客厅；沙龙,B,8.0,2.0,5.67,6.83
salti,"{Ｂ}［自］跳ぶ, 跳び上がる, 跳躍する; 飛び移る, 飛びのく; 《転》飛躍する; 《転》急増する",跳,B,4.0,2.0,5.67,4.83
saluti,"{Ｂ}［他］挨拶する, 会釈する, お辞儀する, 敬礼する; 《転》敬意を表する, 歓迎する",问候，致意，打招呼；敬礼,A,4.0,1.0,2.54,3.27
sama,"{Ｂ}同一の, 同じ; 同種の, 同様の",同样的，相同的,A,2.0,1.0,2.54,2.27
sana,"{Ｂ}健康な, 健やかな, 丈夫な, 元気な; 《転》健全な",健康；未变质,A,4.0,1.0,2.54,3.27
sandviĉo,{Ｂ}【料】サンドイッチ,三明治，夹心面包片,C,9.0,3.0,8.79,8.9
sango,"{Ｂ}血, 血液; 《転》血統, 血筋; 《転》熱血, 血気; 《転》流血, 殺傷",血；血统,B,4.0,2.0,5.67,4.83
sankta,"{Ｂ}【宗】神聖な, 聖なる; 《転》尊重すべき, 神聖不可侵の",圣的，神圣,B,6.0,2.0,5.67,5.83
sapo,{Ｂ}石鹸（せっけん）,肥皂,B,6.0,2.0,5.67,5.83
sata,"{Ｂ}満腹した, 食い足りた; 《転》満ち足りた",饱，满足,A,4.0,1.0,2.54,3.27
savi,"{Ｂ}［他］救う, 救助する, 救命する; （破壊などから）守る, 保全する; 【宗】救済する",救，挽救,B,6.0,2.0,5.67,5.83
saĝa,"{Ｂ}賢い, 賢明な, 聡明な, 思慮深い, 利口な, >>prudenta, >>inteligenta",聪明，明智，有理智的,A,5.0,1.0,2.54,3.77
saŭco,{Ｂ}【料】ソース（液状の調味料の総称）,调味汁，酱汁,C,8.0,3.0,8.79,8.4
sceno,"{Ｂ}【劇】場; 《転》場面, 光景, シーン; 《古》=scenejo",舞台，场，场次,B,7.0,2.0,5.67,6.33
scienco,"{Ｂ}科学, 学問; ～学; 自然科学, 理科",科学；自然科学,B,6.0,2.0,5.67,5.83
scii,"{Ｂ}［他］知っている, 知識がある; 心得ている, ～できる",知道，了解,A,2.0,1.0,2.54,2.27
se,"{Ｂ}［接］もし～なら, ～の場合",如果，假如,A,1.0,1.0,2.54,1.77
sed,"{Ｂ}［接］しかし, だが, けれども, >>tamen, >>kontraŭe, >>male, >>kvankam",但是,A,1.0,1.0,2.54,1.77
segi,{Ｂ}［他］のこぎりで引く,锯，锯开,C,8.0,3.0,8.79,8.4
seka,"{Ｂ}乾いた, 乾燥した, 水気のない, 干からびた; 《転》無味乾燥な, そっけない, 情のない",干；无味，无作料的,B,5.0,2.0,5.67,5.33
sekcio,"{Ｂ}部, 課, 部門, 部会, セクション, >>fako; （文書の）節, 段, （バス路線などの）区間",组，科，室，股，处,C,9.0,3.0,8.79,8.9
sekretario,{Ｂ}書記; 幹事; 秘書,秘书，书记,C,8.0,3.0,8.79,8.4
sekreto,"{Ｂ}秘密, 内緒（ないしょ）, 機密; 秘訣（ひけつ）, こつ",秘密，奥秘，秘诀,B,6.0,2.0,5.67,5.83
sekso,"{Ｂ}性, 性別; （総称として）男性, 女性; 性に関する事, セックス; 《古》=genro（文法的性）",性，性别,C,8.0,3.0,8.79,8.4
sekundo,{Ｂ}秒（時間・角度の単位）,秒,B,7.0,2.0,5.67,6.33
sekura,"{Ｂ}安全な, 安心できる, 危険のない, ><danĝera; （攻撃や災害に対して）確固とした, 安定した",安全；牢固，可靠,C,9.0,3.0,8.79,8.9
sekvi,"{Ｂ}［他］後について行く, つきまとう; 従う, 追従する; 次に来る, 後に続く; （議論などに）ついていく, 注意して聴く",跟随；遵循,A,2.0,1.0,2.54,2.27
semajno,"{Ｂ}週, 一週間",星期，一周,A,3.0,1.0,2.54,2.77
semo,"{Ｂ}【植】種子; 《転》種（たね）; 子だね, =spermo; 《転》子孫, 血族",种子,B,6.0,2.0,5.67,5.83
sen,{Ｂ}［前］～なしで,没有，无,A,1.0,1.0,2.54,1.77
senco,"{Ｂ}意味; 意味合い, センス（方向は direkto を用いる）",意义、含义,B,5.0,2.0,5.67,5.33
sendi,"{Ｂ}［他］（物を）送る, 発送する; （人を）送り出す, 派遣する; 《転》投げかける, 向ける",派出，发出，寄送,A,2.0,1.0,2.54,2.27
senso,"{Ｂ}【生】感覚（機能，五感の各々）, 知覚; 《般》感覚, センス",感觉，官能,C,8.0,3.0,8.79,8.4
senti,"{Ｂ}［他］（体で）感じる, 感じ取る, =sensi; （心で）感じる, （感情を）抱く; （なんとなく）思う, 意識する",觉得；感受,A,3.0,1.0,2.54,2.77
sep,{Ｂ}［数詞］七,七,A,1.0,1.0,2.54,1.77
septembro,{Ｂ}９月,九月,A,5.0,1.0,2.54,3.77
serena,"{Ｂ}晴朗な, 晴れ晴れした; おだやかな, うららかな, のどかな",宁静，晴朗；安详，从容,C,8.0,3.0,8.79,8.4
serio,"{Ｂ}連続, ひと続き, 続き物, シリーズ; 【化】系列; 【理】直列, >>paralelo; 【数】級数; 【地質】統（とう）",一系列，一组；合订本,B,6.0,2.0,5.67,5.83
serioza,"{Ｂ}まじめな, 謹厳な; 本気の, 真剣な; 重大な, 深刻な",严肃，认真；重要,B,5.0,2.0,5.67,5.33
serpento,{Ｂ}【動】ヘビ（蛇）; 《転》陰険な人; 【楽】セルパン（古い管楽器）,蛇,C,6.0,3.0,8.79,7.4
seruro,"{Ｂ}錠, 錠前, >>ŝlosilo",（门）锁,C,7.0,3.0,8.79,7.9
servi,"{Ｂ}［自・他］仕える, 尽くす, 奉仕する; ［自］役立つ, 使用される",为…服务，有用于,A,4.0,1.0,2.54,3.27
serĉi,"{Ｂ}［他］捜す, 捜索する, 探す, 探索する; 求める, 探し求める, 追求する",寻找；探索,A,3.0,1.0,2.54,2.77
ses,{Ｂ}［数詞］六,六,A,1.0,1.0,2.54,1.77
severa,"{Ｂ}厳しい, 厳格な; 容赦のない, 過酷な; 猛烈な, 深刻な; 《転》簡素な, 無駄のない",严厉，严酷，严格,B,7.0,2.0,5.67,6.33
sezono,"{Ｂ}季節（春夏秋冬，乾季・雨季）; 時季, 時期, 活動期, シーズン",季节,B,6.0,2.0,5.67,5.83
seĝo,"{Ｂ}いす, 腰掛け, 座席; 席, 議席",椅子,A,4.0,1.0,2.54,3.27
si,{Ｂ}［代］自分,第三人称反身代词,A,1.0,1.0,2.54,1.77
sidi,"{Ｂ}［自］座っている; 腰掛けている; 止まっている, じっとしている; （ある状態に）ある; （ある場所に）いる, 位置する; （服などが）似合っている",坐着,A,2.0,1.0,2.54,2.27
signalo,"{Ｂ}信号, 合図; 標識; 【電】信号",信号，信号装置,C,8.0,3.0,8.79,8.4
signifi,"{Ｂ}［他］意味する, 表す; 等価である; ～の現れである, ～の兆しである; 意味がある",义为；意味着；预示,B,7.0,2.0,5.67,6.33
signo,"{Ｂ}しるし, 目印; 合図, 身ぶり; 記号, 符号; 【情】文字, =karaktro",标记；征兆；痕迹；踪迹,B,6.0,2.0,5.67,5.83
silenti,"{Ｂ}［自］黙っている, 口をつぐむ; 静かにしている, 音を立てない; 《転》休止している",沉默,A,4.0,1.0,2.54,3.27
silko,"{Ｂ}絹, 絹糸, 絹織物, シルク",丝，丝绸,C,8.0,3.0,8.79,8.4
simila,"{Ｂ}よく似た, 類似の; 【数】相似の",相似，像那样的,A,5.0,1.0,2.54,3.77
simio,{Ｂ}【動】サル（猿）,猿，猴,C,8.0,3.0,8.79,8.4
simpatio,"{Ｂ}共感, 同感, 好感, =kunsento; 同情, 思いやり",同情，同感，好感,C,8.0,3.0,8.79,8.4
simpla,"{Ｂ}単純な, 簡単な; 単一の; 単なる, ただの; 簡素な, 飾りけのない; 純朴な, お人よしの",单一；简单,A,3.0,1.0,2.54,2.77
sincera,"{Ｂ}誠実な, 率直な; 真心のこもった, 本心からの",真诚，真挚，诚恳,B,7.0,2.0,5.67,6.33
sindikato,"{Ｂ}組合, 労働組合; 【経】シンジケート",工会，联合工会；辛迪加,C,9.0,3.0,8.79,8.9
sinjoro,{Ｂ}紳士; 主人; 【史】領主; （敬称）～様,先生；老爷,A,2.0,1.0,2.54,2.27
sistemo,"{Ｂ}体系, システム, 系統; 制度, 組織, 方式; 【理】系; 【学】単位系",体系，系统，制度,B,8.0,2.0,5.67,6.83
situacio,"{Ｂ}事態, 局面, 情勢; （社会的）位置, 立場, 状況; 【劇】場面, シチュエーション; 《古》=situo（地理的位置）",（常指不利的）处境，状况，局面,B,9.0,2.0,5.67,7.33
skalo,"{Ｂ}尺度, 目盛, 縮尺; 《転》規模, スケール; 【楽】=gamo（音階）",等级，刻度，比例（尺）,C,7.0,3.0,8.79,7.9
skatolo,"{Ｂ}手箱, 箱, 筒, 缶; 容器, ケース",盒，箱，匣,B,6.0,2.0,5.67,5.83
skio,{Ｂ}【運】スキー（板）,滑雪板,C,9.0,3.0,8.79,8.9
sklavo,"{Ｂ}奴隷; 《転》奴隷, とりこ",奴隶，奴才,C,8.0,3.0,8.79,8.4
skrapi,"{Ｂ}［他］削り取る, かき落とす, こそげる; きいきい鳴らす",刮，擦,C,6.0,3.0,8.79,7.4
skribi,"{Ｂ}［他］書く, 記す; 書き表す, 記述する; 手紙を書く; 【情】書き込む",写,A,2.0,1.0,2.54,2.27
skui,"{Ｂ}［他］揺さぶる, 揺り動かす; （頭などを）振る; 《転》衝撃を与える, 動揺させる",摇撼，震动，摆动，使战栗；震动；动摇,C,8.0,3.0,8.79,8.4
skulpti,"{Ｂ}［他］彫刻する, 彫る",雕塑，雕刻,C,7.0,3.0,8.79,7.9
sobra,"{Ｂ}（飲食を）節制した, しらふの; 節度ある, 落ち着いた",饮食有度；清醒，冷静,C,8.0,3.0,8.79,8.4
sociala,{Ｂ}社会的な; 社会福祉の,社会的,C,9.0,3.0,8.79,8.9
societo,"{Ｂ}会, 協会, 団体, 仲間; 社交界; 会社",会，社，社团，团体,B,7.0,2.0,5.67,6.33
socio,"{Ｂ}社会, 世間; （生物）社会",社会,B,7.0,2.0,5.67,6.33
sofo,"{Ｂ}ソファー, 長いす",长沙发,C,9.0,3.0,8.79,8.9
soifi,{Ｂ}［自］のどが渇く; ［他］渇望する,渴；渴望,B,6.0,2.0,5.67,5.83
sojlo,"{Ｂ}【建】敷居; 門口; 【理】しきい値; 《転》始まり, 出発点",门槛，槛,C,8.0,3.0,8.79,8.4
sola,"{Ｂ}唯一の, ただ一つの; ひとりきりの, 単独の",独自的；唯一的,A,3.0,1.0,2.54,2.77
soldato,"{Ｂ}兵士, 軍人",士兵,B,6.0,2.0,5.67,5.83
solena,"{Ｂ}荘厳な, 盛大な; 厳粛な, おごそかな, 重々しい; （宗教的）形式にのっとった, 正式の",庄严，肃穆；隆重，盛大，庄重,C,9.0,3.0,8.79,8.9
solidara,"{Ｂ}連帯の, 連帯した; 【法】連帯責任のある",连带责任的，共同负责的,C,9.0,3.0,8.79,8.9
solvi,"{Ｂ}［他］解決する, 解く; 溶解させる, 溶かす",溶解；解决，解答,B,7.0,2.0,5.67,6.33
somero,"{Ｂ}夏, 夏季",夏天,A,4.0,1.0,2.54,3.27
soni,"{Ｂ}［自］音がする, 音を立てる, 鳴る; ひびく, 聞こえる, 感じられる; （時などを）告げる",发声,A,3.0,1.0,2.54,2.77
sonĝi,{Ｂ}［自・他］夢を見る（pri〜/ion）,梦见,B,7.0,2.0,5.67,6.33
sopiri,"{Ｂ}［自］（失ったものを）懐かしむ, 恋しがる; （ないものに）あこがれる, 切望する",怀念，想念；向往，渴望,C,8.0,3.0,8.79,8.4
sorbi,"{Ｂ}［他］（液状のものを）すする, 吸う, 飲む, 吸い込む; 吸い取る, 吸収する; 《転》（思想などを）吸収する",吸进；吸入，吸收,C,9.0,3.0,8.79,8.9
sorto,"{Ｂ}運, 運命, 天運, 巡り合わせ",命运，天数,C,6.0,3.0,8.79,7.4
sorĉi,{Ｂ}［他］魔法にかける; 《転》魅惑する,施用魔术、巫术；为…所陶醉,C,8.0,3.0,8.79,8.4
sovaĝa,"{Ｂ}野生の; 未開の; 野蛮な; 《転》粗野な, 粗暴な",野生，原始,B,8.0,2.0,5.67,6.83
spaco,"{Ｂ}空間, 虚空, 広がり, スペース; 【理】空間",空间；太空,B,7.0,2.0,5.67,6.33
speciala,"{Ｂ}特別の, 特殊な, 専門の, >>aparta, >>faka",特别，专门；专用,B,6.0,2.0,5.67,5.83
specimeno,"{Ｂ}見本, サンプル, 標本; 【統】標本",货样，样品；实例；样本,C,9.0,3.0,8.79,8.9
